====================================================================================================
L2G RESULTS (CHAMFER ASYMMETRIC) - TOP 700
Parameters: k=700, M=1600, w=0.19, p=0.01
====================================================================================================

Query: query_0000
--------------------------------------------------------------------------------
Rank   Database Image                      Score          
587    db_001077                           -0.62068182
588    db_002354                           -0.62071840
589    db_004239                           -0.62076210
590    db_001140                           -0.62082514
591    db_005216                           -0.62085022
592    db_003606                           -0.62086405
593    db_004296                           -0.62087175
594    db_000079                           -0.62087507
595    db_001865                           -0.62087827
596    db_001318                           -0.62089774
597    db_002252                           -0.62091206
598    db_003701                           -0.62092858
599    db_001849                           -0.62093504
600    db_002063                           -0.62094326
601    db_004718                           -0.62095197
602    db_002959                           -0.62096569
603    db_004456                           -0.62099564
604    db_005915                           -0.62099600
605    db_002975                           -0.62102853
606    db_000781                           -0.62103155
607    db_001168                           -0.62104521
608    db_000217                           -0.62107662
609    db_000747                           -0.62110239
610    db_000746                           -0.62110239
611    db_002296                           -0.62110657
612    db_003883                           -0.62111158
613    db_002788                           -0.62111308
614    db_003539                           -0.62114699
615    db_006247                           -0.62117373
616    db_002860                           -0.62118699
617    db_005745                           -0.62124046
618    db_000456                           -0.62126267
619    db_000455                           -0.62126267
620    db_001829                           -0.62129536
621    db_005864                           -0.62132054
622    db_004964                           -0.62133114
623    db_003947                           -0.62135791
624    db_002653                           -0.62137648
625    db_005400                           -0.62137788
626    db_005272                           -0.62138626
627    db_004154                           -0.62142435
628    db_000196                           -0.62142775
629    db_005703                           -0.62144377
630    db_003944                           -0.62144454
631    db_004566                           -0.62151090
632    db_001186                           -0.62153132
633    db_000136                           -0.62153208
634    db_000019                           -0.62156346
635    db_005480                           -0.62160346
636    db_004524                           -0.62161494
637    db_002562                           -0.62165724
638    db_003605                           -0.62170021
639    db_000465                           -0.62170665
640    db_001023                           -0.62172864
641    db_001276                           -0.62174012
642    db_001176                           -0.62174854
643    db_002231                           -0.62175815
644    db_002901                           -0.62178501
645    db_003274                           -0.62179538
646    db_002338                           -0.62181925
647    db_002948                           -0.62182919
648    db_005101                           -0.62184137
649    db_005102                           -0.62184137
650    db_003070                           -0.62185356
651    db_000377                           -0.62188722
652    db_004812                           -0.62190855
653    db_002501                           -0.62191852
654    db_001973                           -0.62199499
655    db_004847                           -0.62202001
656    db_005295                           -0.62202986
657    db_003628                           -0.62204113
658    db_002569                           -0.62204326
659    db_002121                           -0.62205235
660    db_003107                           -0.62210820
661    db_003791                           -0.62212608
662    db_001737                           -0.62213965
663    db_005380                           -0.62217313
664    db_005696                           -0.62217700
665    db_001454                           -0.62218225
666    db_004324                           -0.62223005
667    db_002210                           -0.62225950
668    db_002614                           -0.62226736
669    db_002738                           -0.62227378
670    db_002261                           -0.62227715
671    db_005872                           -0.62227784
672    db_000244                           -0.62235025
673    db_002053                           -0.62238576
674    db_004269                           -0.62242142
675    db_001690                           -0.62242233
676    db_002344                           -0.62243637
677    db_003410                           -0.62249678
678    db_003091                           -0.62249929
679    db_005081                           -0.62250164
680    db_003259                           -0.62250678
681    db_003800                           -0.62253617
682    db_000701                           -0.62257748
683    db_001722                           -0.62258971
684    db_001066                           -0.62260092
685    db_004159                           -0.62262552
686    db_000104                           -0.62264564
687    db_004409                           -0.62265879
688    db_003214                           -0.62269172
689    db_004741                           -0.62270101
690    db_004593                           -0.62272221
691    db_001813                           -0.62275401
692    db_003117                           -0.62277375
693    db_001407                           -0.62278373
694    db_000976                           -0.62284595
695    db_000865                           -0.62285064
696    db_002947                           -0.62292564
697    db_003899                           -0.62300407
698    db_002857                           -0.62304537
699    db_004354                           -0.62312802
700    db_000789                           -0.62317695

Query: query_0001
--------------------------------------------------------------------------------
Rank   Database Image                      Score          
--------------------------------------------------------------------------------
1      db_004860                           0.99519895
2      db_000752                           0.99413193
3      db_004987                           0.99409396
4      db_002957                           0.99404753
5      db_000378                           0.99297739
6      db_005462                           0.99290796
7      db_004426                           0.99192677
8      db_003916                           0.99127680
9      db_002182                           0.99096326
10     db_004232                           0.99071984
11     db_001327                           0.99070422
12     db_003561                           0.99055503
13     db_003883                           0.99026525
14     db_000278                           0.98913038
15     db_002505                           0.98876783
16     db_004558                           0.98845091
17     db_003003                           0.98702792
18     db_005032                           0.98679885
19     db_003937                           0.98668501
20     db_002469                           0.98528695
21     db_004773                           0.98487518
22     db_004772                           0.98477204
23     db_001338                           0.98469776
24     db_005990                           0.98462186
25     db_004221                           0.98422149
26     db_002199                           0.98413353
27     db_005851                           0.98405930
28     db_001318                           0.98368334
29     db_001799                           0.98167326
30     db_006005                           0.98081768
31     db_003442                           0.98011691
32     db_005000                           0.97988359
33     db_000009                           0.97959596
34     db_000860                           0.97953277
35     db_000951                           0.97937156
36     db_003063                           0.97820648
37     db_003642                           0.97803157
38     db_001217                           0.97786979
39     db_000573                           0.97781160
40     db_006260                           0.97771737
41     db_004247                           0.97762133
42     db_003108                           0.97735656
43     db_000344                           0.97648930
44     db_001889                           0.97559907
45     db_001958                           0.97535047
46     db_004673                           0.97487423
47     db_001324                           0.97443550
48     db_003017                           0.97440353
49     db_001686                           0.97432880
50     db_005678                           0.97404130
51     db_004007                           0.97401669
52     db_002985                           0.97246889
53     db_000466                           0.97245892
54     db_003445                           0.97186044
55     db_003452                           0.97157661
56     db_005742                           0.97118443
57     db_003323                           0.97110188
58     db_003707                           0.97024456
59     db_002583                           0.97016764
60     db_002931                           0.97008739
61     db_000665                           0.96991596
62     db_003545                           0.96984000
63     db_000559                           0.96945196
64     db_006225                           0.96939356
65     db_003708                           0.96921986
66     db_004854                           0.96911121
67     db_000823                           0.96894879
68     db_001417                           0.96830057
69     db_003278                           0.96825992
70     db_001808                           0.96624890
71     db_003272                           0.96600460
72     db_000855                           0.96582536
73     db_003604                           0.96526528
74     db_004618                           0.96414167
75     db_005034                           0.96369954
76     db_000692                           0.96356508
77     db_003105                           0.96296636
78     db_004295                           0.96255725
79     db_000691                           0.96224246
80     db_004643                           0.96189254
81     db_002476                           0.96184735
82     db_003672                           0.96143922
83     db_005704                           0.96108682
84     db_004881                           0.96105023
85     db_005008                           0.96067968
86     db_002131                           0.96058391
87     db_004460                           0.96006961
88     db_003854                           0.95865150
89     db_003210                           0.95769800
90     db_005447                           0.95743613
91     db_001848                           0.95723785
92     db_001161                           0.95693031
93     db_000371                           0.95648432
94     db_005640                           0.95600361
95     db_005891                           0.95494045
96     db_004145                           0.95475789
97     db_002610                           0.95469752
98     db_006255                           0.95430402
99     db_001275                           0.95398976
100    db_005653                           0.95384495
101    db_003505                           0.95365092
102    db_003037                           0.95319695
103    db_001204                           0.95254583
104    db_005436                           0.95252594
105    db_004596                           0.95247206
106    db_006004                           0.95222769
107    db_003818                           0.95187980
108    db_003391                           0.95120434
109    db_003742                           0.95064648
110    db_002310                           0.95032252
111    db_002117                           0.94759078
112    db_004763                           0.94739811
113    db_003417                           0.94699986
114    db_002479                           0.94698914
115    db_001195                           0.94630504
