====================================================================================================
L2G RESULTS (CHAMFER ASYMMETRIC) - TOP 700
Parameters: k=700, M=1600, w=0.19, p=0.01
====================================================================================================

Query: query_0000
--------------------------------------------------------------------------------
Rank   Database Image                      Score          
134    db_003816                           0.95061520
135    db_002438                           0.95033214
136    db_003962                           0.94973173
137    db_002969                           0.94934578
138    db_000093                           0.94926892
139    db_002960                           0.94893006
140    db_002690                           0.94868655
141    db_003020                           0.94848449
142    db_004113                           0.94841018
143    db_000792                           0.94777666
144    db_004065                           0.94766828
145    db_003812                           0.94738061
146    db_000853                           0.94711279
147    db_003249                           0.94630720
148    db_004460                           0.94433851
149    db_001820                           0.94415074
150    db_004824                           0.94405310
151    db_003276                           0.94326309
152    db_001524                           0.94287070
153    db_000078                           0.94277642
154    db_001967                           0.94237265
155    db_004523                           0.94210943
156    db_002264                           0.94202589
157    db_000584                           0.94147505
158    db_000390                           0.94141350
159    db_003574                           0.94134263
160    db_002088                           0.94058992
161    db_001247                           0.94002668
162    db_003189                           0.93982570
163    db_000482                           0.93970442
164    db_001545                           0.93920782
165    db_004555                           0.93915013
166    db_004820                           0.93898920
167    db_003387                           0.93883536
168    db_000898                           0.93865739
169    db_002552                           0.93844262
170    db_003134                           0.93840242
171    db_001281                           0.93834192
172    db_001605                           0.93810889
173    db_001942                           0.93741487
174    db_003348                           0.93735633
175    db_000782                           0.93697808
176    db_002017                           0.93688806
177    db_004798                           0.93681756
178    db_002147                           0.93575037
179    db_000949                           0.93557167
180    db_002920                           0.93518184
181    db_002328                           0.93515685
182    db_004158                           0.93460965
183    db_002948                           0.93455208
184    db_004122                           0.93446195
185    db_002978                           0.93382468
186    db_002830                           0.93333829
187    db_000215                           0.93251881
188    db_000244                           0.93182214
189    db_002197                           0.93145479
190    db_004001                           0.93137753
191    db_003865                           0.93134046
192    db_004445                           0.93124098
193    db_001880                           0.93108282
194    db_003391                           0.93066905
195    db_001981                           0.93064695
196    db_002974                           0.92991432
197    db_001834                           0.92954155
198    db_001293                           0.92886717
199    db_002857                           0.92661683
200    db_002145                           0.92509069
201    db_004026                           0.92411866
202    db_000744                           0.92312952
203    db_004225                           0.92272438
204    db_004306                           0.92109468
205    db_000461                           0.92052381
206    db_003115                           0.92040000
207    db_004758                           0.91974814
208    db_002916                           0.91967986
209    db_003893                           0.91928636
210    db_001716                           0.91839563
211    db_001282                           0.91658851
212    db_001801                           0.91592236
213    db_000420                           0.91587421
214    db_002282                           0.91314796
215    db_001895                           0.91099768
216    db_001187                           0.90935442
217    db_004849                           0.90844464
218    db_001815                           0.90505067
219    db_003889                           0.90495405
220    db_003791                           0.90282784
221    db_003320                           0.90178356
222    db_004719                           0.90168097
223    db_004326                           0.89976426
224    db_001184                           0.89819342
225    db_004092                           0.89800057
226    db_001672                           0.89680686
227    db_001015                           0.89550176
228    db_002011                           0.89157790
229    db_003338                           0.88862306
230    db_004721                           0.88696576
231    db_003709                           0.88613359
232    db_002226                           0.88457829
233    db_001002                           0.87903820
234    db_003859                           0.87810825
235    db_000079                           0.87734519
236    db_003924                           0.87677834
237    db_000329                           0.87083470
238    db_004940                           0.87002353
239    db_001709                           0.86974589
240    db_002538                           0.86666278
241    db_001327                           0.86521437
242    db_002139                           0.86468765
243    db_001898                           0.86349229
244    db_001213                           0.85945984
245    db_000084                           0.85861251
246    db_000634                           0.85583140
247    db_001863                           0.84948229
248    db_001970                           0.84930327
249    db_003528                           0.84582487
250    db_004763                           0.84401555
251    db_000756                           0.83997699
252    db_004920                           0.83927572
253    db_003820                           0.83872934
254    db_000456                           0.83680635
255    db_001960                           0.83606124
256    db_000353                           0.83255852
257    db_003272                           0.82447525
258    db_002509                           0.81862014
259    db_001483                           0.81177424
260    db_004105                           0.81010668
261    db_000491                           0.80865838
262    db_004568                           0.80160907
263    db_004322                           0.80154447
264    db_002449                           0.80145532
265    db_003193                           0.79602372
266    db_001181                           0.79593163
267    db_000523                           0.79523743
268    db_002834                           0.79327778
269    db_000930                           0.78613287
270    db_001389                           0.78595681
271    db_003340                           0.78138922
272    db_002201                           0.77184556
273    db_001060                           0.76464145
274    db_002380                           0.75989790
275    db_003486                           0.75959835
276    db_001885                           0.75772881
277    db_001791                           0.75676624
278    db_000372                           0.75526983
279    db_004094                           0.75035055
280    db_004095                           0.74562044
281    db_003876                           0.74080496
282    db_000028                           0.73565361
283    db_003619                           0.73521906
284    db_001649                           0.73360030
285    db_003169                           0.73184398
286    db_002668                           0.72673602
287    db_003386                           0.72260169
288    db_001033                           0.70964174
289    db_004089                           0.70889234
290    db_002914                           0.70805309
291    db_001664                           0.70306928
292    db_004899                           0.70282519
293    db_000205                           0.69873495
294    db_000699                           0.69231201
295    db_004643                           0.68730586
296    db_004595                           0.67591477
297    db_004169                           0.67343135
298    db_004142                           0.65255112
299    db_001676                           0.64476728
300    db_003004                           0.63109706
301    db_002116                           0.60884302
302    db_004524                           0.57125750
303    db_003334                           0.52681034
304    db_000562                           0.51962259
305    db_000041                           0.51599671
306    db_002760                           0.50395203
307    db_003988                           0.48555072
308    db_002719                           0.48375971
309    db_000787                           0.48080450
310    db_000009                           0.47163227
311    db_001510                           0.37542834
312    db_000008                           0.35616334
313    db_001353                           0.32396077
314    db_003811                           0.32286679
315    db_004436                           0.27968313
316    db_002266                           0.18484720
317    db_003777                           0.17115527
318    db_002623                           0.15431937
319    db_003075                           0.12582136
320    db_000255                           0.10718720
321    db_002238                           0.09976078
322    db_002256                           0.02371364
323    db_003001                           0.01532102
324    db_001062                           0.00378047
325    db_001037                           -0.03375620
326    db_003701                           -0.03398636
327    db_001219                           -0.04652789
328    db_004909                           -0.05069614
329    db_004908                           -0.11451412
330    db_004288                           -0.14405098
331    db_003622                           -0.15008658
332    db_003596                           -0.16203684
333    db_003896                           -0.16386750
334    db_004280                           -0.16735098
335    db_001105                           -0.17363864
336    db_004619                           -0.17709517
337    db_001277                           -0.18036564
338    db_002241                           -0.18549008
339    db_002774                           -0.18811023
340    db_000968                           -0.21144074
341    db_003141                           -0.23930230
342    db_001807                           -0.24619637
343    db_002962                           -0.25526024
344    db_003904                           -0.26479263
345    db_002840                           -0.26560292
346    db_003290                           -0.29537828
347    db_001059                           -0.35650744
348    db_000933                           -0.35697974
349    db_003999                           -0.36041804
350    db_000860                           -0.38155554
351    db_002240                           -0.40735053
352    db_001255                           -0.41757102
353    db_004289                           -0.42751062
354    db_004356                           -0.43925961
355    db_003606                           -0.43960894
356    db_004903                           -0.44724758
357    db_002633                           -0.45041388
358    db_004620                           -0.45602465
359    db_000908                           -0.46594772
360    db_004693                           -0.46889092
361    db_002445                           -0.48055742
362    db_000620                           -0.48212714
363    db_004695                           -0.48445741
364    db_001485                           -0.48583313
365    db_001993                           -0.48841371
366    db_004393                           -0.49616425
367    db_003583                           -0.50008802
368    db_000070                           -0.50111218
369    db_001454                           -0.50209923
370    db_003632                           -0.50454845
371    db_004110                           -0.50830248
372    db_003560                           -0.50840811
373    db_004458                           -0.50959384
374    db_004462                           -0.51165464
375    db_004747                           -0.51674468
376    db_000742                           -0.51771893
377    db_003182                           -0.52006815
378    db_002012                           -0.52615786
379    db_001203                           -0.52854532
380    db_002265                           -0.52896203
381    db_002833                           -0.53229644
382    db_002603                           -0.53508297
383    db_000619                           -0.53651381
384    db_000158                           -0.53960787
385    db_004231                           -0.53983872
386    db_004053                           -0.54116044
387    db_000957                           -0.54378892
388    db_004735                           -0.54525238
389    db_002372                           -0.54538592
390    db_002903                           -0.54762827
391    db_003515                           -0.55261090
392    db_002384                           -0.55337411
393    db_002684                           -0.55389972
394    db_002402                           -0.55626621
395    db_004756                           -0.55635001
396    db_000497                           -0.55639097
397    db_001159                           -0.55658260
398    db_002761                           -0.55791608
399    db_002763                           -0.55797643
400    db_003640                           -0.55818208
401    db_004299                           -0.55896247
402    db_004791                           -0.55921518
403    db_003813                           -0.56005300
404    db_004198                           -0.56143489
405    db_000948                           -0.56152941
406    db_001521                           -0.56165468
407    db_001260                           -0.56168572
408    db_000133                           -0.56216458
409    db_003096                           -0.56393701
410    db_000818                           -0.56407672
411    db_004594                           -0.56419813
412    db_002249                           -0.56507742
413    db_001410                           -0.56552531
414    db_000631                           -0.56579266
415    db_004621                           -0.56581042
416    db_000058                           -0.56583573
417    db_004189                           -0.56648962
418    db_002121                           -0.56705870
419    db_000331                           -0.56707472
420    db_001326                           -0.56739359
421    db_003332                           -0.56798379
422    db_003304                           -0.56836895
423    db_000964                           -0.56873264
424    db_001818                           -0.56893983
425    db_000115                           -0.56900929
426    db_000830                           -0.56966318
427    db_001725                           -0.57008059
428    db_000570                           -0.57039697
429    db_001264                           -0.57061458
430    db_002429                           -0.57107490
431    db_004374                           -0.57108614
432    db_004716                           -0.57174252
433    db_001755                           -0.57190041
434    db_000701                           -0.57254596
435    db_001419                           -0.57314484
436    db_000478                           -0.57317271
437    db_004622                           -0.57330759
438    db_002909                           -0.57419188
439    db_001896                           -0.57428848
440    db_000007                           -0.57446358
441    db_004426                           -0.57448071
442    db_002779                           -0.57486093
443    db_000174                           -0.57563964
444    db_001968                           -0.57580055
445    db_003496                           -0.57599464
446    db_004483                           -0.57601495
447    db_004808                           -0.57630451
448    db_003329                           -0.57699419
449    db_004492                           -0.57712989
450    db_002776                           -0.57746493
451    db_001878                           -0.57754760
452    db_001988                           -0.57763856
453    db_001788                           -0.57867632
454    db_004939                           -0.57885879
455    db_003336                           -0.57890120
456    db_001848                           -0.57890475
457    db_002590                           -0.57917170
458    db_002093                           -0.57949872
459    db_000186                           -0.57959455
460    db_000055                           -0.57972736
461    db_003251                           -0.58049396
462    db_003615                           -0.58050794
463    db_000769                           -0.58053349
464    db_000080                           -0.58092121
465    db_001901                           -0.58159970
466    db_004775                           -0.58176418
467    db_003874                           -0.58185838
468    db_002520                           -0.58197098
469    db_002895                           -0.58240286
470    db_000110                           -0.58248488
471    db_004500                           -0.58253300
472    db_003428                           -0.58253337
473    db_002212                           -0.58264421
474    db_001168                           -0.58269962
475    db_001599                           -0.58270659
476    db_001595                           -0.58290866
477    db_002112                           -0.58307138
478    db_002300                           -0.58341068
479    db_002644                           -0.58353552
480    db_002348                           -0.58384654
481    db_000280                           -0.58388319
482    db_002467                           -0.58427298
483    db_003536                           -0.58433377
484    db_004598                           -0.58439225
485    db_000015                           -0.58469750
486    db_003790                           -0.58470986
487    db_001606                           -0.58489758
488    db_002114                           -0.58526173
489    db_002055                           -0.58533564
490    db_003997                           -0.58534921
491    db_003495                           -0.58551366
492    db_002728                           -0.58556414
493    db_004362                           -0.58559712
494    db_001469                           -0.58560550
495    db_000720                           -0.58613704
496    db_000197                           -0.58630791
497    db_001502                           -0.58665554
498    db_003957                           -0.58677820
499    db_004987                           -0.58687220
500    db_004872                           -0.58714470
501    db_003809                           -0.58731250
502    db_002014                           -0.58757890
503    db_002387                           -0.58758566
504    db_001053                           -0.58784289
505    db_001163                           -0.58799838
506    db_001833                           -0.58809375
507    db_000333                           -0.58815511
508    db_001697                           -0.58818771
509    db_000297                           -0.58825012
510    db_000730                           -0.58848263
511    db_003842                           -0.58871593
512    db_003565                           -0.58874236
513    db_000441                           -0.58901628
514    db_001493                           -0.58919666
515    db_003212                           -0.58924033
516    db_000632                           -0.58929576
517    db_004071                           -0.58985958
518    db_002273                           -0.58990949
519    db_000137                           -0.59001932
520    db_004800                           -0.59017891
521    db_004746                           -0.59025496
522    db_003327                           -0.59028441
523    db_004773                           -0.59028842
524    db_001568                           -0.59034835
525    db_000743                           -0.59037756
526    db_001927                           -0.59039382
527    db_001735                           -0.59060185
528    db_002734                           -0.59142384
529    db_000657                           -0.59147140
530    db_002425                           -0.59153142
531    db_001831                           -0.59155260
532    db_004320                           -0.59172890
533    db_003902                           -0.59189454
534    db_001357                           -0.59212543
535    db_001669                           -0.59220419
536    db_000542                           -0.59222469
537    db_002113                           -0.59230221
538    db_004267                           -0.59256733
539    db_001781                           -0.59258180
540    db_001014                           -0.59263868
541    db_000810                           -0.59278924
542    db_001733                           -0.59289073
543    db_002569                           -0.59312719
544    db_000694                           -0.59315079
545    db_001058                           -0.59345705
546    db_000416                           -0.59356820
547    db_004780                           -0.59363350
548    db_000351                           -0.59386335
549    db_003238                           -0.59397683
550    db_003891                           -0.59428686
551    db_001352                           -0.59429677
552    db_001686                           -0.59434345
553    db_004634                           -0.59453868
554    db_004611                           -0.59457684
555    db_000745                           -0.59479423
556    db_004211                           -0.59489357
557    db_004557                           -0.59495516
558    db_001402                           -0.59500931
559    db_000314                           -0.59518650
560    db_001445                           -0.59543045
561    db_004213                           -0.59558760
562    db_002634                           -0.59574946
563    db_003650                           -0.59600465
564    db_004916                           -0.59605416
565    db_004739                           -0.59609024
566    db_003265                           -0.59611595
567    db_002063                           -0.59648136
568    db_000754                           -0.59698008
569    db_002823                           -0.59712901
570    db_004471                           -0.59719667
571    db_002305                           -0.59788937
572    db_002608                           -0.59796618
573    db_000056                           -0.59815840
574    db_002033                           -0.59830836
575    db_000002                           -0.59841178
576    db_001030                           -0.59888581
577    db_004569                           -0.59929247
578    db_001417                           -0.59956325
579    db_000502                           -0.59956777
580    db_000839                           -0.59965591
581    db_004085                           -0.59969163
582    db_000457                           -0.59983956
583    db_000232                           -0.59986279
584    db_004477                           -0.59996259
585    db_004246                           -0.60004333
586    db_003059                           -0.60010969
587    db_003994                           -0.60065435
588    db_001446                           -0.60073599
589    db_003187                           -0.60086203
590    db_004175                           -0.60104518
591    db_000879                           -0.60123415
592    db_004372                           -0.60144403
593    db_001324                           -0.60172627
594    db_003439                           -0.60172782
595    db_000188                           -0.60175607
596    db_003638                           -0.60180211
597    db_002469                           -0.60207178
598    db_004856                           -0.60231149
599    db_002713                           -0.60246498
600    db_000072                           -0.60271791
601    db_003585                           -0.60310246
602    db_002764                           -0.60322681
603    db_002822                           -0.60330841
604    db_001816                           -0.60388674
605    db_002955                           -0.60448663
606    db_002412                           -0.60485364
607    db_000725                           -0.60492845
608    db_004177                           -0.60532505
609    db_004839                           -0.60555074
610    db_003992                           -0.60556812
611    db_004831                           -0.60600110
612    db_004394                           -0.60676063
613    db_001164                           -0.60701071
614    db_000612                           -0.60727494
615    db_000062                           -0.60776929
616    db_004166                           -0.60814619
617    db_002841                           -0.60822967
618    db_004783                           -0.60860109
619    db_003683                           -0.60879660
620    db_003380                           -0.60892433
621    db_004658                           -0.60893361
622    db_002437                           -0.60909801
623    db_001146                           -0.60927016
624    db_004181                           -0.60975915
625    db_001712                           -0.61004358
626    db_003549                           -0.61030484
627    db_004963                           -0.61047966
628    db_002570                           -0.61061433
629    db_001103                           -0.61096745
630    db_003177                           -0.61142506
631    db_001945                           -0.61152413
632    db_003977                           -0.61189762
633    db_002209                           -0.61216686
634    db_002138                           -0.61223847
635    db_002791                           -0.61234792
636    db_002670                           -0.61235740
637    db_003649                           -0.61245938
638    db_004008                           -0.61248980
639    db_000950                           -0.61252937
640    db_003429                           -0.61278839
641    db_004077                           -0.61286872
642    db_003413                           -0.61310726
643    db_001858                           -0.61342390
644    db_001295                           -0.61385542
645    db_000484                           -0.61427998
646    db_004886                           -0.61430533
647    db_000686                           -0.61461767
648    db_004048                           -0.61523711
649    db_003037                           -0.61534830
650    db_000726                           -0.61548148
651    db_000167                           -0.61551300
652    db_002519                           -0.61593738
653    db_002781                           -0.61623828
654    db_001635                           -0.61632403
655    db_001449                           -0.61669088
656    db_000179                           -0.61671502
657    db_002583                           -0.61692152
658    db_004272                           -0.61747069
659    db_003877                           -0.61753021
660    db_004455                           -0.61792975
661    db_000914                           -0.61812050
662    db_004475                           -0.61827264
663    db_004344                           -0.61838615
664    db_002322                           -0.61870023
665    db_002131                           -0.61877576
666    db_002836                           -0.61878163
667    db_004501                           -0.61889802
668    db_002495                           -0.61901719
669    db_001505                           -0.61915998
670    db_000298                           -0.61925090
671    db_002846                           -0.61932662
672    db_003979                           -0.61956909
673    db_000543                           -0.61999449
674    db_001386                           -0.62003093
675    db_003060                           -0.62006976
676    db_003360                           -0.62012915
677    db_004923                           -0.62018973
678    db_002835                           -0.62021202
679    db_002771                           -0.62031524
680    db_003880                           -0.62056341
681    db_003964                           -0.62058667
682    db_002100                           -0.62084197
683    db_003657                           -0.62132514
684    db_002881                           -0.62194518
685    db_001116                           -0.62205072
686    db_002029                           -0.62210694
687    db_003866                           -0.62247006
688    db_003091                           -0.62261239
689    db_000285                           -0.62278761
690    db_001727                           -0.62315039
691    db_000846                           -0.62320696
692    db_001200                           -0.62327956
693    db_002887                           -0.62342682
694    db_003455                           -0.62346897
695    db_001209                           -0.62363386
696    db_003756                           -0.62376512
697    db_001307                           -0.62376695
698    db_001118                           -0.62391178
699    db_003232                           -0.62439564
700    db_002554                           -0.62456417

Query: query_0001
--------------------------------------------------------------------------------
Rank   Database Image                      Score          
--------------------------------------------------------------------------------
1      db_003369                           0.99445865
2      db_001355                           0.99178156
3      db_002819                           0.99020340
4      db_002552                           0.98996467
5      db_000981                           0.98952234
6      db_001091                           0.98895503
7      db_002179                           0.98835946
8      db_000537                           0.98814551
9      db_003855                           0.98713371
10     db_003626                           0.98545010
11     db_001829                           0.98428072
12     db_002239                           0.98307624
13     db_004692                           0.98243459
14     db_003134                           0.98223501
15     db_000668                           0.98144389
16     db_000165                           0.98133229
17     db_000878                           0.98113961
18     db_004558                           0.97905170
19     db_002321                           0.97861480
20     db_002036                           0.97765391
21     db_004253                           0.97726370
22     db_002931                           0.97429492
23     db_003268                           0.97329553
24     db_004727                           0.97301076
25     db_004445                           0.97229717
26     db_003996                           0.97194695
27     db_004105                           0.97114780
28     db_004764                           0.96724168
29     db_001450                           0.95832265
30     db_002415                           0.95705642
31     db_000194                           0.95668919
32     db_004095                           0.95512217
33     db_000741                           0.95459823
34     db_000852                           0.95458849
35     db_003015                           0.95364940
36     db_004696                           0.95360138
37     db_002218                           0.95279099
38     db_002227                           0.94784915
39     db_001883                           0.94473625
40     db_000005                           0.94305725
41     db_004741                           0.93540902
42     db_004965                           0.93458322
43     db_000356                           0.93435185
44     db_001863                           0.93405870
45     db_002699                           0.93403421
46     db_002155                           0.93140253
47     db_002030                           0.92818928
48     db_001464                           0.92597122
49     db_000205                           0.92504306
50     db_004423                           0.92269054
51     db_004681                           0.92224606
52     db_001526                           0.92103640
53     db_003226                           0.91674644
54     db_000983                           0.91402712
55     db_003365                           0.91396383
56     db_003123                           0.91274109
57     db_000028                           0.90807242
58     db_002965                           0.89409762
59     db_004899                           0.89009443
60     db_002317                           0.88879668
61     db_004250                           0.88522411
62     db_004840                           0.88424676
63     db_000517                           0.86825054
64     db_003512                           0.86792599
65     db_001592                           0.86395985
66     db_003385                           0.85745685
67     db_002774                           0.84085035
68     db_000376                           0.82826318
69     db_004524                           0.82778040
70     db_002452                           0.82141852
71     db_004435                           0.82137935
72     db_003160                           0.81460108
73     db_003918                           0.80398865
74     db_001684                           0.79355326
75     db_003896                           0.78584440
76     db_003540                           0.73957004
77     db_002633                           0.73043462
78     db_001676                           0.71670505
79     db_003446                           0.70605185
80     db_000738                           0.68687428
81     db_004449                           0.67886091
82     db_004666                           0.63723463
83     db_000324                           0.63003807
84     db_003688                           0.59838548
85     db_002409                           0.59257078
86     db_003124                           0.57529588
87     db_004231                           0.51165789
88     db_002486                           0.49660067
89     db_004510                           0.40990593
90     db_003716                           0.40402986
91     db_004409                           0.35177364
92     db_002849                           0.34583490
93     db_004745                           0.33270633
94     db_000066                           0.32143591
95     db_002300                           0.26252140
96     db_002603                           0.25757656
97     db_000887                           0.22649241
98     db_001961                           0.18636343
99     db_000932                           0.17819041
100    db_003073                           0.14670567
101    db_004224                           0.14297406
102    db_002982                           0.14113549
103    db_004462                           0.08377855
104    db_001759                           0.07878061
105    db_000769                           0.06571698
106    db_002950                           0.06183365
107    db_003539                           0.05996673
108    db_000204                           0.00056584
109    db_000944                           -0.07053818
110    db_004967                           -0.07218585
111    db_004235                           -0.08449571
112    db_003787                           -0.09034594
113    db_003435                           -0.15020049
114    db_003532                           -0.15446897
115    db_003164                           -0.19957355
116    db_000876                           -0.20164929
117    db_004150                           -0.22651410
118    db_004356                           -0.25104191
119    db_001024                           -0.25860035
120    db_000579                           -0.25943410
