====================================================================================================
L2G STAGE 1: LOCAL FEATURE SEARCH RESULTS
====================================================================================================
Dataset: RParis6K
Index: l2g_index_rparis6k
Total queries: 2
Top-1600 results per query
Similarity: Chamfer (asymmetric) with p=0.01

TIMING:
  Total: 2.001s
  Average: 1.0004s/query
  Chamfer similarity: 0.9999s/query
  Sort: 0.0006s/query
====================================================================================================

Query: paris_defense_000000
--------------------------------------------------------------------------------
Rank     Database Image                                     Score               
76       paris_museedorsay_000430                           0.96296854
77       paris_defense_000126                               0.96296848
78       paris_pompidou_000589                              0.96296847
79       paris_museedorsay_001077                           0.96296846
80       paris_general_002325                               0.96296845
81       paris_pompidou_000204                              0.96296843
82       paris_triomphe_000725                              0.96296841
83       paris_pompidou_000404                              0.96296833
84       paris_general_000909                               0.96296832
85       paris_museedorsay_000949                           0.96296830
86       paris_pompidou_000128                              0.96296819
87       paris_general_000768                               0.96296818
88       paris_museedorsay_001030                           0.96296811
89       paris_pompidou_000606                              0.96296805
90       paris_museedorsay_000302                           0.96296805
91       paris_pantheon_000161                              0.96296804
92       paris_notredame_000388                             0.96296800
93       paris_sacrecoeur_000539                            0.96296796
94       paris_museedorsay_000297                           0.96296783
95       paris_general_001621                               0.96296783
96       paris_defense_000574                               0.96296782
97       paris_museedorsay_000449                           0.96296780
98       paris_general_001455                               0.96296772
99       paris_general_000727                               0.96296770
100      paris_general_001463                               0.96296768
101      paris_general_001435                               0.96296768
102      paris_notredame_000764                             0.96296766
103      paris_invalides_000623                             0.96296764
104      paris_museedorsay_000611                           0.96296764
105      paris_defense_000059                               0.96296760
106      paris_pompidou_000365                              0.96296759
107      paris_sacrecoeur_000387                            0.96296758
108      paris_museedorsay_000019                           0.96296757
109      paris_general_002233                               0.96296751
110      paris_defense_000564                               0.96296744
111      paris_general_001738                               0.96296743
112      paris_museedorsay_000923                           0.96296740
113      paris_pompidou_000186                              0.96296734
114      paris_pompidou_000510                              0.96296731
115      paris_general_003055                               0.96296727
116      paris_general_001371                               0.96296711
117      paris_museedorsay_000127                           0.96296709
118      paris_museedorsay_001031                           0.96296708
119      paris_general_001934                               0.96296703
120      paris_general_001724                               0.96296703
121      paris_invalides_000057                             0.96296701
122      paris_defense_000258                               0.96296700
123      paris_pantheon_000595                              0.96296700
124      paris_defense_000609                               0.96296696
125      paris_pompidou_000377                              0.96296696
126      paris_pompidou_000007                              0.96296685
127      paris_moulinrouge_000395                           0.96296676
128      paris_museedorsay_000237                           0.96296673
129      paris_eiffel_000165                                0.96296670
130      paris_notredame_000525                             0.96296666
131      paris_museedorsay_000395                           0.96296662
132      paris_pantheon_000823                              0.96296661
133      paris_pompidou_000639                              0.96296658
134      paris_general_001766                               0.96296655
135      paris_general_002766                               0.96296654
136      paris_museedorsay_000614                           0.96296645
137      paris_pompidou_000306                              0.96296643
138      paris_defense_000024                               0.96296638
139      paris_museedorsay_001035                           0.96296636
140      paris_sacrecoeur_000446                            0.96296634
141      paris_pompidou_000184                              0.96296633
142      paris_museedorsay_000667                           0.96296632
143      paris_defense_000198                               0.96296631
144      paris_eiffel_000302                                0.96296631
145      paris_general_001234                               0.96296631
146      paris_general_003031                               0.96296631
147      paris_defense_000526                               0.96296631
148      paris_museedorsay_000295                           0.96296625
149      paris_triomphe_000828                              0.96296624
150      paris_invalides_000594                             0.96296624
151      paris_defense_000308                               0.96296618
152      paris_museedorsay_000569                           0.96296618
153      paris_general_002244                               0.96296616
154      paris_defense_000004                               0.96296613
155      paris_pantheon_000299                              0.96296613
156      paris_pantheon_000273                              0.96296609
157      paris_general_002675                               0.96296608
158      paris_museedorsay_000164                           0.96296606
159      paris_defense_000228                               0.96296603
160      paris_museedorsay_000455                           0.96296602
161      paris_defense_000545                               0.96296601
162      paris_general_001998                               0.96296600
163      paris_general_000392                               0.96296599
164      paris_general_001519                               0.96296593
165      paris_notredame_000789                             0.96296583
166      paris_general_000709                               0.96296580
167      paris_museedorsay_000166                           0.96296576
168      paris_moulinrouge_000449                           0.96296576
169      paris_pompidou_000544                              0.96296575
170      paris_eiffel_000173                                0.96296574
171      paris_pompidou_000603                              0.96296573
172      paris_general_001200                               0.96296572
173      paris_eiffel_000227                                0.96296570
174      paris_museedorsay_000310                           0.96296570
175      paris_museedorsay_000186                           0.96296567
176      paris_moulinrouge_000375                           0.96296567
177      paris_pompidou_000529                              0.96296566
178      paris_general_002288                               0.96296562
179      paris_defense_000494                               0.96296562
180      paris_triomphe_000661                              0.96296562
181      paris_eiffel_000331                                0.96296561
182      paris_general_003049                               0.96296561
183      paris_sacrecoeur_000422                            0.96296557
184      paris_defense_000577                               0.96296555
185      paris_pompidou_000506                              0.96296553
186      paris_general_000225                               0.96296551
187      paris_general_002296                               0.96296551
188      paris_louvre_000000                                0.96296548
189      paris_general_001417                               0.96296547
190      paris_louvre_000002                                0.96296543
191      paris_general_002438                               0.96296539
192      paris_general_000456                               0.96296536
193      paris_louvre_000247                                0.96296532
194      paris_pompidou_000321                              0.96296529
195      paris_defense_000445                               0.96296524
196      paris_general_002049                               0.96296522
197      paris_notredame_000308                             0.96296516
198      paris_defense_000168                               0.96296513
199      paris_general_000837                               0.96296513
200      paris_sacrecoeur_000496                            0.96296512
201      paris_general_002176                               0.96296512
202      paris_pompidou_000198                              0.96296510
203      paris_notredame_000413                             0.96296508
204      paris_defense_000579                               0.96296508
205      paris_general_002793                               0.96296508
206      paris_pompidou_000119                              0.96296502
207      paris_notredame_000954                             0.96296499
208      paris_general_001705                               0.96296499
209      paris_pompidou_000739                              0.96296498
210      paris_defense_000305                               0.96296494
211      paris_general_003003                               0.96296493
212      paris_general_000914                               0.96296492
213      paris_general_002209                               0.96296486
214      paris_museedorsay_000592                           0.96296484
215      paris_defense_000408                               0.96296480
216      paris_general_002887                               0.96296479
217      paris_museedorsay_001100                           0.96296478
218      paris_pompidou_000734                              0.96296475
219      paris_louvre_000143                                0.96296472
220      paris_pompidou_000580                              0.96296469
221      paris_general_001878                               0.96296468
222      paris_general_002748                               0.96296466
223      paris_general_002479                               0.96296464
224      paris_notredame_000421                             0.96296461
225      paris_general_000126                               0.96296461
226      paris_invalides_000756                             0.96296461
227      paris_general_002832                               0.96296461
228      paris_general_001500                               0.96296454
229      paris_pantheon_001039                              0.96296454
230      paris_defense_000191                               0.96296444
231      paris_defense_000076                               0.96296439
232      paris_pantheon_000594                              0.96296437
233      paris_invalides_000668                             0.96296437
234      paris_defense_000058                               0.96296436
235      paris_general_002973                               0.96296436
236      paris_triomphe_000142                              0.96296435
237      paris_pantheon_000172                              0.96296433
238      paris_general_000716                               0.96296432
239      paris_general_002946                               0.96296430
240      paris_general_002710                               0.96296429
241      paris_general_002370                               0.96296429
242      paris_general_002770                               0.96296429
243      paris_defense_000239                               0.96296428
244      paris_pompidou_000466                              0.96296426
245      paris_triomphe_000151                              0.96296421
246      paris_general_002123                               0.96296418
247      paris_notredame_000604                             0.96296417
248      paris_general_002331                               0.96296415
249      paris_general_001770                               0.96296415
250      paris_general_002952                               0.96296413
251      paris_eiffel_000219                                0.96296409
252      paris_general_002777                               0.96296409
253      paris_defense_000207                               0.96296409
254      paris_pompidou_000718                              0.96296405
255      paris_general_001618                               0.96296400
256      paris_defense_000176                               0.96296399
257      paris_triomphe_000198                              0.96296397
258      paris_defense_000354                               0.96296396
259      paris_notredame_000402                             0.96296391
260      paris_general_003025                               0.96296390
261      paris_general_001409                               0.96296390
262      paris_general_000019                               0.96296389
263      paris_defense_000227                               0.96296388
264      paris_defense_000514                               0.96296388
265      paris_general_000927                               0.96296385
266      paris_defense_000428                               0.96296383
267      paris_defense_000349                               0.96296382
268      paris_louvre_000131                                0.96296382
269      paris_museedorsay_000331                           0.96296380
270      paris_museedorsay_000160                           0.96296378
271      paris_sacrecoeur_000392                            0.96296378
272      paris_general_002901                               0.96296370
273      paris_museedorsay_000090                           0.96296370
274      paris_general_001292                               0.96296369
275      paris_general_002206                               0.96296368
276      paris_defense_000108                               0.96296368
277      paris_eiffel_000167                                0.96296366
278      paris_louvre_000150                                0.96296361
279      paris_louvre_000290                                0.96296360
280      paris_general_000196                               0.96296359
281      paris_museedorsay_000291                           0.96296355
282      paris_pompidou_000727                              0.96296354
283      paris_defense_000211                               0.96296353
284      paris_general_002970                               0.96296353
285      paris_invalides_000771                             0.96296350
286      paris_general_000918                               0.96296349
287      paris_general_000731                               0.96296348
288      paris_defense_000284                               0.96296343
289      paris_triomphe_000687                              0.96296342
290      paris_triomphe_000628                              0.96296340
291      paris_defense_000517                               0.96296338
292      paris_pompidou_000246                              0.96296333
293      paris_defense_000554                               0.96296332
294      paris_general_001366                               0.96296331
295      paris_defense_000363                               0.96296329
296      paris_moulinrouge_000801                           0.96296329
297      paris_general_000365                               0.96296327
298      paris_pompidou_000500                              0.96296327
299      paris_museedorsay_000789                           0.96296322
300      paris_museedorsay_000245                           0.96296320
301      paris_museedorsay_000443                           0.96296319
302      paris_invalides_000478                             0.96296318
303      paris_general_003102                               0.96296318
304      paris_museedorsay_000277                           0.96296317
305      paris_invalides_000055                             0.96296317
306      paris_eiffel_000034                                0.96296311
307      paris_general_002177                               0.96296310
308      paris_triomphe_000301                              0.96296310
309      paris_general_000826                               0.96296308
310      paris_general_002699                               0.96296304
311      paris_general_003034                               0.96296304
312      paris_general_001564                               0.96296301
313      paris_louvre_000086                                0.96296296
314      paris_general_001446                               0.96296295
315      paris_general_001354                               0.96296293
316      paris_eiffel_000022                                0.96296289
317      paris_louvre_000396                                0.96296283
318      paris_museedorsay_000299                           0.96296278
319      paris_defense_000174                               0.96296278
320      paris_museedorsay_000440                           0.96296277
321      paris_general_001977                               0.96296273
322      paris_louvre_000227                                0.96296271
323      paris_pantheon_000548                              0.96296270
324      paris_defense_000105                               0.96296270
325      paris_defense_000599                               0.96296267
326      paris_sacrecoeur_000156                            0.96296267
327      paris_pompidou_000533                              0.96296266
328      paris_general_000354                               0.96296266
329      paris_defense_000356                               0.96296266
330      paris_defense_000365                               0.96296266
331      paris_notredame_000656                             0.96296265
332      paris_pompidou_000607                              0.96296264
333      paris_general_002368                               0.96296264
334      paris_pompidou_000288                              0.96296263
335      paris_pompidou_000661                              0.96296262
336      paris_defense_000287                               0.96296261
337      paris_pompidou_000047                              0.96296260
338      paris_notredame_000408                             0.96296258
339      paris_louvre_000195                                0.96296255
340      paris_pompidou_000300                              0.96296252
341      paris_museedorsay_000195                           0.96296251
342      paris_general_001467                               0.96296250
343      paris_sacrecoeur_000717                            0.96296249
344      paris_defense_000437                               0.96296248
345      paris_pantheon_000423                              0.96296247
346      paris_louvre_000093                                0.96296246
347      paris_museedorsay_000227                           0.96296245
348      paris_defense_000332                               0.96296239
349      paris_pantheon_001079                              0.96296238
350      paris_louvre_000017                                0.96296236
351      paris_general_000782                               0.96296236
352      paris_louvre_000368                                0.96296226
353      paris_triomphe_000375                              0.96296225
354      paris_general_001042                               0.96296225
355      paris_defense_000188                               0.96296221
356      paris_museedorsay_000506                           0.96296220
357      paris_notredame_000794                             0.96296219
358      paris_museedorsay_000124                           0.96296219
359      paris_invalides_000257                             0.96296217
360      paris_museedorsay_000161                           0.96296216
361      paris_general_002722                               0.96296215
362      paris_moulinrouge_000828                           0.96296215
363      paris_invalides_000588                             0.96296213
364      paris_eiffel_000152                                0.96296209
365      paris_general_001673                               0.96296208
366      paris_defense_000503                               0.96296207
367      paris_louvre_000116                                0.96296206
368      paris_sacrecoeur_000129                            0.96296205
369      paris_general_002169                               0.96296203
370      paris_defense_000051                               0.96296203
371      paris_notredame_000792                             0.96296203
372      paris_defense_000012                               0.96296201
373      paris_general_001548                               0.96296201
374      paris_defense_000113                               0.96296196
375      paris_defense_000027                               0.96296196
376      paris_general_003078                               0.96296194
377      paris_defense_000160                               0.96296194
378      paris_general_001893                               0.96296194
379      paris_pompidou_000543                              0.96296193
380      paris_general_002648                               0.96296193
381      paris_defense_000035                               0.96296192
382      paris_general_001740                               0.96296192
383      paris_general_002894                               0.96296189
384      paris_defense_000167                               0.96296189
385      paris_invalides_000576                             0.96296187
386      paris_museedorsay_000320                           0.96296187
387      paris_general_000105                               0.96296186
388      paris_general_000939                               0.96296185
389      paris_defense_000093                               0.96296182
390      paris_pompidou_000407                              0.96296181
391      paris_general_002906                               0.96296179
392      paris_museedorsay_000428                           0.96296177
393      paris_defense_000309                               0.96296177
394      paris_louvre_000386                                0.96296174
395      paris_louvre_000379                                0.96296172
396      paris_defense_000353                               0.96296172
397      paris_general_000162                               0.96296169
398      paris_museedorsay_000737                           0.96296165
399      paris_sacrecoeur_000651                            0.96296163
400      paris_general_003032                               0.96296160
401      paris_defense_000157                               0.96296160
402      paris_general_002711                               0.96296159
403      paris_general_000393                               0.96296158
404      paris_pantheon_000344                              0.96296158
405      paris_eiffel_000010                                0.96296156
406      paris_triomphe_000246                              0.96296156
407      paris_general_000076                               0.96296155
408      paris_defense_000091                               0.96296155
409      paris_pantheon_000573                              0.96296155
410      paris_general_000081                               0.96296152
411      paris_museedorsay_000958                           0.96296151
412      paris_eiffel_000011                                0.96296150
413      paris_general_000827                               0.96296147
414      paris_louvre_000076                                0.96296147
415      paris_defense_000442                               0.96296146
416      paris_pompidou_000542                              0.96296143
417      paris_sacrecoeur_000082                            0.96296143
418      paris_defense_000009                               0.96296142
419      paris_defense_000047                               0.96296139
420      paris_notredame_000448                             0.96296139
421      paris_museedorsay_000109                           0.96296135
422      paris_invalides_000714                             0.96296134
423      paris_defense_000164                               0.96296134
424      paris_general_003125                               0.96296134
425      paris_sacrecoeur_000471                            0.96296133
426      paris_moulinrouge_000601                           0.96296133
427      paris_louvre_000403                                0.96296132
428      paris_defense_000333                               0.96296131
429      paris_defense_000516                               0.96296131
430      paris_invalides_000227                             0.96296128
431      paris_defense_000602                               0.96296126
432      paris_general_002529                               0.96296124
433      paris_defense_000507                               0.96296123
434      paris_louvre_000388                                0.96296122
435      paris_louvre_000142                                0.96296116
436      paris_general_000940                               0.96296115
437      paris_pompidou_000310                              0.96296113
438      paris_general_003027                               0.96296112
439      paris_general_001508                               0.96296112
440      paris_general_002144                               0.96296110
441      paris_invalides_000102                             0.96296110
442      paris_pompidou_000577                              0.96296110
443      paris_general_002769                               0.96296108
444      paris_invalides_000686                             0.96296107
445      paris_pantheon_000583                              0.96296107
446      paris_defense_000260                               0.96296106
447      paris_invalides_000275                             0.96296104
448      paris_general_002574                               0.96296102
449      paris_triomphe_000073                              0.96296101
450      paris_pompidou_000087                              0.96296100
451      paris_general_000374                               0.96296100
452      paris_defense_000508                               0.96296095
453      paris_moulinrouge_000743                           0.96296093
454      paris_defense_000405                               0.96296093
455      paris_defense_000544                               0.96296093
456      paris_pantheon_000864                              0.96296093
457      paris_general_001756                               0.96296093
458      paris_invalides_000194                             0.96296092
459      paris_defense_000290                               0.96296091
460      paris_general_000902                               0.96296091
461      paris_invalides_000017                             0.96296089
462      paris_museedorsay_000337                           0.96296087
463      paris_triomphe_000761                              0.96296086
464      paris_pompidou_000230                              0.96296085
465      paris_triomphe_000918                              0.96296085
466      paris_general_000464                               0.96296085
467      paris_defense_000465                               0.96296084
468      paris_notredame_000264                             0.96296082
469      paris_notredame_000203                             0.96296080
470      paris_defense_000063                               0.96296079
471      paris_defense_000573                               0.96296079
472      paris_general_001784                               0.96296079
473      paris_museedorsay_000483                           0.96296077
474      paris_defense_000546                               0.96296075
475      paris_general_003147                               0.96296074
476      paris_triomphe_001053                              0.96296073
477      paris_pompidou_000188                              0.96296070
478      paris_general_001541                               0.96296069
479      paris_museedorsay_000561                           0.96296069
480      paris_louvre_000004                                0.96296066
481      paris_general_001543                               0.96296066
482      paris_general_001834                               0.96296066
483      paris_pompidou_000191                              0.96296065
484      paris_museedorsay_000545                           0.96296064
485      paris_pompidou_000013                              0.96296061
486      paris_invalides_000571                             0.96296060
487      paris_sacrecoeur_000008                            0.96296060
488      paris_general_000097                               0.96296059
489      paris_pompidou_000308                              0.96296059
490      paris_defense_000607                               0.96296059
491      paris_pantheon_000437                              0.96296058
492      paris_notredame_000485                             0.96296058
493      paris_general_001994                               0.96296058
494      paris_louvre_000157                                0.96296056
495      paris_pantheon_000237                              0.96296055
496      paris_defense_000553                               0.96296054
497      paris_invalides_000133                             0.96296054
498      paris_general_000960                               0.96296050
499      paris_defense_000327                               0.96296049
500      paris_general_002695                               0.96296049
501      paris_triomphe_000716                              0.96296048
502      paris_pantheon_000288                              0.96296048
503      paris_notredame_000611                             0.96296047
504      paris_general_000855                               0.96296046
505      paris_general_000224                               0.96296045
506      paris_general_000919                               0.96296041
507      paris_pantheon_001043                              0.96296041
508      paris_invalides_000775                             0.96296039
509      paris_defense_000302                               0.96296035
510      paris_pompidou_000452                              0.96296032
511      paris_general_000093                               0.96296030
512      paris_pantheon_000644                              0.96296029
513      paris_museedorsay_001019                           0.96296024
514      paris_museedorsay_000095                           0.96296024
515      paris_triomphe_001088                              0.96296017
516      paris_general_002462                               0.96296016
517      paris_museedorsay_000248                           0.96296015
518      paris_notredame_000982                             0.96296013
519      paris_general_002785                               0.96296012
520      paris_general_002538                               0.96296012
521      paris_pantheon_001061                              0.96296011
522      paris_museedorsay_000312                           0.96296009
523      paris_museedorsay_000264                           0.96296009
524      paris_sacrecoeur_000331                            0.96296005
525      paris_triomphe_000748                              0.96296004
526      paris_general_001848                               0.96296004
527      paris_general_002074                               0.96296004
528      paris_general_002304                               0.96296002
529      paris_general_002311                               0.96296002
530      paris_museedorsay_000709                           0.96296002
531      paris_museedorsay_000285                           0.96296001
532      paris_museedorsay_000265                           0.96296000
533      paris_defense_000123                               0.96295999
534      paris_pompidou_000554                              0.96295998
535      paris_invalides_000565                             0.96295997
536      paris_defense_000197                               0.96295994
537      paris_pantheon_000852                              0.96295994
538      paris_general_001847                               0.96295993
539      paris_triomphe_001119                              0.96295993
540      paris_pompidou_000593                              0.96295993
541      paris_pompidou_000532                              0.96295993
542      paris_museedorsay_000234                           0.96295992
543      paris_general_002408                               0.96295990
544      paris_invalides_000339                             0.96295989
545      paris_notredame_000267                             0.96295988
546      paris_louvre_000119                                0.96295988
547      paris_pantheon_000926                              0.96295987
548      paris_general_002149                               0.96295986
549      paris_louvre_000174                                0.96295985
550      paris_general_001953                               0.96295985
551      paris_notredame_000971                             0.96295984
552      paris_general_001897                               0.96295981
553      paris_defense_000362                               0.96295981
554      paris_museedorsay_000779                           0.96295980
555      paris_defense_000178                               0.96295979
556      paris_pompidou_000454                              0.96295977
557      paris_defense_000042                               0.96295975
558      paris_moulinrouge_000234                           0.96295971
559      paris_general_002344                               0.96295970
560      paris_notredame_000300                             0.96295969
561      paris_triomphe_000609                              0.96295968
562      paris_pantheon_000304                              0.96295968
563      paris_pompidou_000291                              0.96295968
564      paris_museedorsay_000213                           0.96295966
565      paris_notredame_000747                             0.96295965
566      paris_museedorsay_000649                           0.96295965
567      paris_general_001545                               0.96295964
568      paris_pantheon_000108                              0.96295963
569      paris_invalides_000271                             0.96295963
570      paris_general_002068                               0.96295963
571      paris_pompidou_000588                              0.96295960
572      paris_museedorsay_000267                           0.96295960
573      paris_defense_000594                               0.96295959
574      paris_general_003133                               0.96295959
575      paris_defense_000214                               0.96295959
576      paris_general_000306                               0.96295955
577      paris_museedorsay_000962                           0.96295954
578      paris_sacrecoeur_000662                            0.96295952
579      paris_pompidou_000700                              0.96295951
580      paris_louvre_000104                                0.96295950
581      paris_pompidou_000549                              0.96295950
582      paris_pompidou_000152                              0.96295948
583      paris_pompidou_000539                              0.96295948
584      paris_museedorsay_000481                           0.96295948
585      paris_pompidou_000699                              0.96295948
586      paris_pompidou_000222                              0.96295947
587      paris_pantheon_000908                              0.96295945
588      paris_louvre_000141                                0.96295945
589      paris_louvre_000161                                0.96295944
590      paris_pompidou_000046                              0.96295942
591      paris_triomphe_000916                              0.96295941
592      paris_general_002520                               0.96295941
593      paris_sacrecoeur_000144                            0.96295940
594      paris_general_000894                               0.96295940
595      paris_general_002183                               0.96295940
596      paris_museedorsay_000754                           0.96295938
597      paris_sacrecoeur_000477                            0.96295938
598      paris_defense_000339                               0.96295937
599      paris_general_002916                               0.96295933
600      paris_moulinrouge_000445                           0.96295932
601      paris_general_000108                               0.96295931
602      paris_notredame_000172                             0.96295927
603      paris_museedorsay_001055                           0.96295926
604      paris_museedorsay_000192                           0.96295924
605      paris_triomphe_000739                              0.96295922
606      paris_defense_000175                               0.96295922
607      paris_museedorsay_001003                           0.96295922
608      paris_invalides_000373                             0.96295917
609      paris_louvre_000166                                0.96295913
610      paris_eiffel_000298                                0.96295913
611      paris_invalides_000751                             0.96295912
612      paris_defense_000060                               0.96295912
613      paris_general_001308                               0.96295909
614      paris_defense_000615                               0.96295908
615      paris_defense_000416                               0.96295908
616      paris_pompidou_000078                              0.96295908
617      paris_triomphe_000443                              0.96295908
618      paris_general_002482                               0.96295907
619      paris_pompidou_000459                              0.96295907
620      paris_defense_000567                               0.96295906
621      paris_museedorsay_000353                           0.96295906
622      paris_louvre_000176                                0.96295905
623      paris_general_002601                               0.96295904
624      paris_general_001283                               0.96295903
625      paris_pantheon_000507                              0.96295900
626      paris_triomphe_000476                              0.96295900
627      paris_invalides_000667                             0.96295897
628      paris_museedorsay_000377                           0.96295897
629      paris_pantheon_001044                              0.96295894
630      paris_defense_000281                               0.96295894
631      paris_pantheon_000500                              0.96295894
632      paris_notredame_000594                             0.96295893
